player_id,player_name,age,citizenship,foot,position,main_position,current_club_name,team_name,competition_name,season,minutes_played_num,goals_per90,assists_per90,ga_per90,market_value_eur,value_band,spike_score,production_pct,age_upside,affordability,minutes_confidence,hidden_gem_score
973665,Andrea Grilli (973665),22.3,Italy,right,Midfield - Defensive Midfield,Midfield,Camaiore Calcio,FC Pistoiese,Serie D - D,24/25,1022.0,0.0880626223091976,0.0880626223091976,0.1761252446183953,50000.0,<=0.5m,0.7340425531914894,0.7340425531914894,0.17142857142857132,0.9231974921630094,0.4088,63.798175224628636
889435,Obed Vargas (889435),21.0,Mexico  United States,right,Midfield - Central Midfield,Midfield,Seattle Sounders FC,Seattle Sounders FC,MLS,2025,1002.0,0.1796407185628742,0.0898203592814371,0.2694610778443113,6000000.0,5-10m,0.9236111111111112,0.7908496732026143,0.35714285714285715,0.10501567398119127,0.4008,63.68842018270213
871837,Bradley Ibrahim (871837),21.8,England,,Midfield - Defensive Midfield,Midfield,Plymouth Argyle,Crawley Town,League One,24/25,1092.0,0.1648351648351648,0.0,0.1648351648351648,400000.0,<=0.5m,0.8958333333333334,0.6914893617021277,0.24285714285714274,0.42946708463949845,0.4368,63.52068609478076
648041,Jamie Mullins (648041),21.9,Ireland,right,Midfield - Attacking Midfield,Midfield,Wycombe Wanderers,Brighton & Hove Albion U21,Premier League 2,24/25,1381.0,0.0651701665459811,0.1955104996379435,0.2606806661839247,150000.0,<=0.5m,0.7962962962962963,0.6545454545454545,0.2285714285714288,0.6802507836990596,0.5524,63.36391308818894
981342,Law McCabe (981342),20.6,England,,Midfield - Central Midfield,Midfield,Plymouth Argyle,Middlesbrough FC U21,Premier League 2,24/25,900.0,0.1,0.1,0.2,,,0.8194444444444444,0.6797385620915033,0.4142857142857141,0.5,0.36,63.321708683473396
655006,Diego Moreira (655006),22.0,Belgium  Portugal,left,Midfield - Left Midfield,Midfield,RC Strasbourg Alsace,RC Strasbourg Alsace,Ligue 1,24/25,1289.0,0.1396431342125678,0.4887509697439876,0.6283941039565555,18000000.0,10m+,0.9629629629629629,0.7894736842105263,0.21428571428571427,0.045454545454545414,0.5156,63.18194871015923
964702,Chibuzo Nwoko (964702),20.7,England  Nigeria,,Midfield - Central Midfield,Midfield,Fulham FC U21,Fulham FC U21,Premier League 2,24/25,1047.0,0.0859598853868194,0.1719197707736389,0.2578796561604584,,,0.7581699346405228,0.7581699346405228,0.4000000000000001,0.5,0.4188,63.07819607843138
939297,Giuseppe Pecchia (939297),22.0,Italy,,Midfield - Central Midfield,Midfield,Sora Calcio 1907,Terracina 1925,Serie D - G,24/25,1186.0,0.1517706576728499,0.0,0.1517706576728499,100000.0,<=0.5m,0.8634259259259259,0.5032679738562091,0.21428571428571427,0.7852664576802508,0.4744,63.04838244611673
1007813,Sebastian Olderheim (1007813),19.1,Norway,right,Midfield - Attacking Midfield,Midfield,Stabæk Fotball,Stabæk Fotball,OBOS-ligaen,2025,1366.0,0.0658857979502196,0.1976573938506588,0.2635431918008785,3000000.0,2-5m,0.8009259259259259,0.6727272727272727,0.6285714285714283,0.1630094043887147,0.5464,63.03845970377006
925850,Mattia Rutigliano (925850),20.7,Italy,left,Midfield - Central Midfield,Midfield,FC Pro Vercelli 1892,FC Pro Vercelli 1892,Serie C-A,24/25,1259.0,0.0714853057982525,0.1429706115965051,0.2144559173947577,175000.0,<=0.5m,0.7058823529411765,0.7058823529411765,0.4000000000000001,0.64576802507837,0.5036,62.82969352756776
908768,Tommaso Berti (908768),22.5,Italy,right,Midfield - Attacking Midfield,Midfield,Cesena FC,Cesena FC,Serie B,24/25,967.0,0.1861427094105481,0.2792140641158221,0.4653567735263702,3200000.0,2-5m,0.9398148148148148,0.8545454545454545,0.14285714285714285,0.14890282131661448,0.3868,62.75131674710986
945709,Dani Requena (945709),22.5,Spain,right,Midfield - Central Midfield,Midfield,Córdoba CF,Villarreal CF B,Primera Federación - Gr. II,24/25,1124.0,0.1601423487544483,0.0800711743772241,0.2402135231316725,400000.0,<=0.5m,0.8865740740740741,0.738562091503268,0.14285714285714285,0.42946708463949845,0.4496,62.73243429855398
890718,Jimi Gower (890718),21.9,England,right,Midfield - Central Midfield,Midfield,Moreirense FC,Arsenal FC U21,Premier League 2,24/25,1431.0,0.0628930817610062,0.1886792452830188,0.2515723270440251,,,0.7800925925925926,0.7450980392156863,0.2285714285714288,0.5,0.5724,62.41681823840648
802515,Noah Nartey (802515),20.9,Denmark  Ghana,right,Midfield - Central Midfield,Midfield,Bröndby IF,Bröndby IF,Superliga,24/25,1241.0,0.072522159548751,0.217566478646253,0.290088638195004,5000000.0,2-5m,0.8310185185185185,0.8235294117647058,0.3714285714285716,0.11912225705329149,0.4964,62.27091950413046
957544,Kodai Sano (957544),22.9,Japan,right,Midfield - Central Midfield,Midfield,NEC Nijmegen,NEC Nijmegen,Eredivisie,24/25,988.0,0.1821862348178137,0.1821862348178137,0.3643724696356275,4000000.0,2-5m,0.9282407407407407,0.8954248366013072,0.08571428571428592,0.13322884012539182,0.3952,62.16112688656097
994264,Edwyn Mendoza (994264),20.3,United States,,Midfield - Defensive Midfield,Midfield,The Town FC,The Town FC,MLS Next Pro,2025,1052.0,0.085551330798479,0.085551330798479,0.1711026615969581,,,0.723404255319149,0.723404255319149,0.457142857142857,0.5,0.4208,61.92654103343466
